Value,Count,ID,MU_GLOBAL,MU_SOURCE1,MU_SOURCE2,ISSOIL,SHARE,SEQ,SU_SYM74,SU_CODE74,SU_SYM85,SU_CODE85,SU_SYM90,SU_CODE90,T_TEXTURE,DRAINAGE,REF_DEPTH,AWC_CLASS,PHASE1,PHASE2,ROOTS,IL,SWR,ADD_PROP,T_GRAVEL,T_SAND,T_SILT,T_CLAY,T_USDA_TEX_CLASS,T_REF_BULK_DENSITY,T_OC,T_PH_H2O,T_CEC_CLAY,T_CEC_SOIL,T_BS,T_TEB,T_CACO3,T_CASO4,T_ESP,T_ECE,S_GRAVEL,S_SAND,S_SILT,S_CLAY,S_USDA_TEX_CLASS,S_REF_BULK_DENSITY,S_OC,S_PH_H2O,S_CEC_CLAY,S_CEC_SOIL,S_BS,S_TEB,S_CACO3,S_CASO4,S_ESP,S_ECE
11115,900,11115,10676,4210012,4210043,1,20,3,,0,Lo,148,LVh,106,2,4,100,1,0,0,1,1,1,0,4,41,37,22,9,1.4,0.74,6.5,47,13,91,11,0,0,1,0.1,3,37,34,29,5,1.35,0.36,6.7,50,14,93,13.1,0,0,1,0.1
11116,900,11116,10677,4210013,4210044,1,40,1,,0,Bec,20,CMe,62,3,4,100,6,25,1,2,3,1,0,10,23,29,48,3,1.25,1.17,6.7,50,27,89,22.1,0.1,0,1,0.1,24,26,29,45,3,1.26,0.58,7,51,25,97,25.9,0.3,0,1,0.1
11117,1000,11117,10677,4210013,4210045,1,30,2,,0,Be,18,CMe,62,3,4,100,5,25,1,2,2,1,0,10,23,29,48,3,1.25,1.17,6.7,50,27,89,22.1,0.1,0,1,0.1,24,26,29,45,3,1.26,0.58,7,51,25,97,25.9,0.3,0,1,0.1
11118,400,11118,10677,4210013,4210046,1,15,3,,0,U,198,LPu,102,2,3,30,6,1,0,0,0,0,0,6,49,31,20,9,1.43,2.4,5.1,34,12,36,4.7,0,0,4,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11119,700,11119,10677,4210013,4210047,1,15,4,,0,Lo,148,LVh,106,2,4,100,1,0,0,1,1,1,0,4,41,37,22,9,1.4,0.74,6.5,47,13,91,11,0,0,1,0.1,3,37,34,29,5,1.35,0.36,6.7,50,14,93,13.1,0,0,1,0.1
11120,1500,11120,10678,4210014,4210048,1,80,1,,0,Be,18,CMe,62,2,4,100,5,25,1,1,1,1,0,9,42,36,22,9,1.4,1,6.6,55,16,93,14,0,0,2,0.1,12,41,34,25,9,1.38,0.37,7,55,15,93,15.1,0.1,0,2,0.1
11121,300,11121,10678,4210014,4210049,1,15,2,,0,Bge,27,CMg,69,2,2,100,5,25,0,1,1,2,0,4,45,36,19,9,1.42,1,6.4,38,9,85,8.2,0,0,2,0.1,18,39,34,27,5,1.36,0.47,6.7,37,11,88,11.3,0.1,0,2,0.1
11122,800,11122,10678,4210014,4210050,1,5,3,,0,U,198,LPu,102,2,3,30,6,1,0,0,0,0,0,6,49,31,20,9,1.43,2.4,5.1,34,12,36,4.7,0,0,4,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11123,600,11123,10679,4210015,4210051,1,45,1,,0,Be,18,CMe,62,2,4,100,5,25,1,1,1,1,0,9,42,36,22,9,1.4,1,6.6,55,16,93,14,0,0,2,0.1,12,41,34,25,9,1.38,0.37,7,55,15,93,15.1,0.1,0,2,0.1
11124,700,11124,10679,4210015,4210052,1,40,2,,0,Bec,20,CMe,62,3,4,100,5,25,1,1,1,1,0,10,23,29,48,3,1.25,1.17,6.7,50,27,89,22.1,0.1,0,1,0.1,24,26,29,45,3,1.26,0.58,7,51,25,97,25.9,0.3,0,1,0.1
11125,500,11125,10679,4210015,4210053,1,15,3,,0,Rc,185,RGc,157,3,4,100,5,25,1,1,1,1,0,48,22,36,42,3,1.27,1.83,7.6,32,23,62,12.9,3,0,1,0.1,33,21,36,43,3,1.25,0.5,7.8,39,20,55,11.6,3,0,3,0.1
11126,900,11126,10680,4210016,4210054,1,50,1,,0,Be,18,CMe,62,3,4,100,5,25,0,1,2,1,0,10,23,29,48,3,1.25,1.17,6.7,50,27,89,22.1,0.1,0,1,0.1,24,26,29,45,3,1.26,0.58,7,51,25,97,25.9,0.3,0,1,0.1
11127,200,11127,10680,4210016,4210055,1,30,2,,0,Bgg,28,CMg,69,3,2,100,5,25,0,1,2,2,0,10,19,32,49,3,1.24,1.41,5.6,25,20,74,15.6,0,0,1,0.1,24,18,31,51,3,1.23,0.49,5.7,31,21,77,14.9,0,0,1,0.1
11128,500,11128,10680,4210016,4210056,1,10,3,,0,Rc,185,RGc,157,3,4,100,6,25,0,1,3,1,0,48,22,36,42,3,1.27,1.83,7.6,32,23,62,12.9,3,0,1,0.1,33,21,36,43,3,1.25,0.5,7.8,39,20,55,11.6,3,0,3,0.1
11129,600,11129,10680,4210016,4210057,1,10,4,,0,Q,173,ARh,39,1,6,100,6,25,0,1,2,1,0,4,90,5,5,13,1.71,0.4,6.2,35,3,93,3.3,0,0,3,0.1,4,90,5,5,13,1.71,0.21,6.1,39,2,100,2.6,0,0,3,0.1
11130,1200,11130,10681,4210017,4210150,1,55,1,,0,Bd,14,CMd,63,2,4,100,5,25,1,1,1,1,0,10,42,38,20,9,1.41,1.45,5.1,32,12,38,4.3,0,0,2,0.1,19,45,35,20,9,1.42,0.5,5.2,35,9,33,2.6,0,0,2,0.1
11131,700,11131,10681,4210017,4210151,1,30,2,,0,Be,18,CMe,62,2,4,100,5,25,1,1,1,1,0,9,42,36,22,9,1.4,1,6.6,55,16,93,14,0,0,2,0.1,12,41,34,25,9,1.38,0.37,7,55,15,93,15.1,0.1,0,2,0.1
11132,200,11132,10681,4210017,4210152,1,5,3,,0,U,198,LPu,102,2,3,30,6,1,0,0,0,0,0,6,49,31,20,9,1.43,2.4,5.1,34,12,36,4.7,0,0,4,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11133,1100,11133,10681,4210017,4210153,1,5,4,,0,Bgg,28,CMg,69,2,2,100,5,25,0,1,2,2,0,4,45,36,19,9,1.42,1,6.4,38,9,85,8.2,0,0,2,0.1,18,39,34,27,5,1.36,0.47,6.7,37,11,88,11.3,0.1,0,2,0.1
11134,400,11134,10681,4210017,4210154,1,5,5,,0,Lgs,142,LVj,112,2,2,100,1,0,0,1,2,2,0,4,37,44,19,9,1.41,0.99,5.8,48,12,62,8.4,0,0,1,0.1,4,31,38,31,5,1.33,0.29,5.9,50,14,83,10.2,0,0,1,0.1
11135,600,11135,10682,4210018,4210058,1,55,1,,0,Bd,14,CMd,63,2,4,100,5,25,1,1,1,1,0,10,42,38,20,9,1.41,1.45,5.1,32,12,38,4.3,0,0,2,0.1,19,45,35,20,9,1.42,0.5,5.2,35,9,33,2.6,0,0,2,0.1
11136,1000,11136,10682,4210018,4210059,1,30,2,,0,Be,18,CMe,62,2,4,100,5,25,1,1,1,1,0,9,42,36,22,9,1.4,1,6.6,55,16,93,14,0,0,2,0.1,12,41,34,25,9,1.38,0.37,7,55,15,93,15.1,0.1,0,2,0.1
11137,900,11137,10682,4210018,4210060,1,5,3,,0,U,198,LPu,102,2,3,30,6,1,0,0,0,0,0,6,49,31,20,9,1.43,2.4,5.1,34,12,36,4.7,0,0,4,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11138,500,11138,10682,4210018,4210061,1,5,4,,0,Bgg,28,CMg,69,2,2,100,5,25,0,1,2,2,0,4,45,36,19,9,1.42,1,6.4,38,9,85,8.2,0,0,2,0.1,18,39,34,27,5,1.36,0.47,6.7,37,11,88,11.3,0.1,0,2,0.1
11139,1100,11139,10682,4210018,4210062,1,5,5,,0,Lgs,142,LVj,112,2,2,100,1,0,0,1,2,2,0,4,37,44,19,9,1.41,0.99,5.8,48,12,62,8.4,0,0,1,0.1,4,31,38,31,5,1.33,0.29,5.9,50,14,83,10.2,0,0,1,0.1
11140,600,11140,10683,4210019,4210063,1,55,1,,0,Bd,14,CMd,63,1,5,100,6,25,1,1,1,1,0,10,75,15,10,11,1.58,0.7,5.1,21,5,28,1.5,0,0,5,0.1,9,68,17,15,11,1.51,0.27,5,31,5,36,1.4,0,0,5,0.1
11141,900,11141,10683,4210019,4210064,1,30,2,,0,Be,18,CMe,62,1,5,100,6,25,1,1,1,1,0,10,77,14,9,11,1.6,0.7,6.9,49,7,91,6.7,0.1,0,2,0.1,20,67,16,17,11,1.48,0.4,7.3,48,8,91,9.3,0.1,0,2,0.1
11142,600,11142,10683,4210019,4210065,1,5,3,,0,U,198,LPu,102,1,4,30,6,1,0,0,0,0,0,10,79,13,8,12,1.62,2.59,4.7,24,8,86,5.2,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11143,1000,11143,10683,4210019,4210066,1,5,4,,0,Bgg,28,CMg,69,2,2,100,5,25,0,1,2,2,0,4,45,36,19,9,1.42,1,6.4,38,9,85,8.2,0,0,2,0.1,18,39,34,27,5,1.36,0.47,6.7,37,11,88,11.3,0.1,0,2,0.1
11144,700,11144,10683,4210019,4210067,1,5,5,,0,Lgs,142,LVj,112,2,2,100,1,0,0,1,2,2,0,4,37,44,19,9,1.41,0.99,5.8,48,12,62,8.4,0,0,1,0.1,4,31,38,31,5,1.33,0.29,5.9,50,14,83,10.2,0,0,1,0.1
11145,900,11145,10684,4210020,4210068,1,55,1,,0,Bd,14,CMd,63,1,5,100,6,25,1,1,1,1,0,10,75,15,10,11,1.58,0.7,5.1,21,5,28,1.5,0,0,5,0.1,9,68,17,15,11,1.51,0.27,5,31,5,36,1.4,0,0,5,0.1
11146,600,11146,10684,4210020,4210069,1,30,2,,0,Be,18,CMe,62,1,5,100,6,25,1,1,1,1,0,10,77,14,9,11,1.6,0.7,6.9,49,7,91,6.7,0.1,0,2,0.1,20,67,16,17,11,1.48,0.4,7.3,48,8,91,9.3,0.1,0,2,0.1
11147,2000,11147,10684,4210020,4210070,1,5,3,,0,U,198,LPu,102,1,4,30,6,1,0,0,0,0,0,10,79,13,8,12,1.62,2.59,4.7,24,8,86,5.2,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11148,400,11148,10684,4210020,4210071,1,5,4,,0,Bgg,28,CMg,69,1,2,100,6,25,0,1,2,2,0,5,76,13,11,11,1.56,0.79,6.2,40,7,71,7.1,0,0,3,0.1,8,62,15,23,10,1.43,0.41,6.1,32,12,77,8.9,0,0,3,0.1
11149,700,11149,10684,4210020,4210072,1,5,5,,0,Lgs,142,LVj,112,2,2,100,1,0,0,1,2,2,0,4,37,44,19,9,1.41,0.99,5.8,48,12,62,8.4,0,0,1,0.1,4,31,38,31,5,1.33,0.29,5.9,50,14,83,10.2,0,0,1,0.1
11150,1000,11150,10685,4210021,4210073,1,55,1,,0,Bd,14,CMd,63,2,4,100,5,25,1,1,1,1,0,10,42,38,20,9,1.41,1.45,5.1,32,12,38,4.3,0,0,2,0.1,19,45,35,20,9,1.42,0.5,5.2,35,9,33,2.6,0,0,2,0.1
11151,800,11151,10685,4210021,4210074,1,30,2,,0,Be,18,CMe,62,2,4,100,5,25,1,1,1,1,0,9,42,36,22,9,1.4,1,6.6,55,16,93,14,0,0,2,0.1,12,41,34,25,9,1.38,0.37,7,55,15,93,15.1,0.1,0,2,0.1
11152,700,11152,10685,4210021,4210075,1,5,3,,0,U,198,LPu,102,2,3,30,6,1,0,0,0,0,0,6,49,31,20,9,1.43,2.4,5.1,34,12,36,4.7,0,0,4,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11153,600,11153,10685,4210021,4210076,1,5,4,,0,Bgg,28,CMg,69,2,2,100,5,25,0,1,2,2,0,4,45,36,19,9,1.42,1,6.4,38,9,85,8.2,0,0,2,0.1,18,39,34,27,5,1.36,0.47,6.7,37,11,88,11.3,0.1,0,2,0.1
11154,1100,11154,10685,4210021,4210077,1,5,5,,0,Lgs,142,LVj,112,2,2,100,1,0,0,1,2,2,0,4,37,44,19,9,1.41,0.99,5.8,48,12,62,8.4,0,0,1,0.1,4,31,38,31,5,1.33,0.29,5.9,50,14,83,10.2,0,0,1,0.1
11155,900,11155,10686,4210022,4210078,1,55,1,,0,Bd,14,CMd,63,2,4,100,5,25,1,1,1,1,0,10,42,38,20,9,1.41,1.45,5.1,32,12,38,4.3,0,0,2,0.1,19,45,35,20,9,1.42,0.5,5.2,35,9,33,2.6,0,0,2,0.1
11156,300,11156,10686,4210022,4210079,1,30,2,,0,Be,18,CMe,62,2,4,100,5,25,1,1,1,1,0,9,42,36,22,9,1.4,1,6.6,55,16,93,14,0,0,2,0.1,12,41,34,25,9,1.38,0.37,7,55,15,93,15.1,0.1,0,2,0.1
11157,600,11157,10686,4210022,4210080,1,5,3,,0,U,198,LPu,102,2,3,30,6,1,0,0,0,0,0,6,49,31,20,9,1.43,2.4,5.1,34,12,36,4.7,0,0,4,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11158,800,11158,10686,4210022,4210081,1,5,4,,0,Bgg,28,CMg,69,2,2,100,5,25,0,1,2,2,0,4,45,36,19,9,1.42,1,6.4,38,9,85,8.2,0,0,2,0.1,18,39,34,27,5,1.36,0.47,6.7,37,11,88,11.3,0.1,0,2,0.1
11159,800,11159,10686,4210022,4210082,1,5,5,,0,Lgs,142,LVj,112,2,2,100,1,0,0,1,2,2,0,4,37,44,19,9,1.41,0.99,5.8,48,12,62,8.4,0,0,1,0.1,4,31,38,31,5,1.33,0.29,5.9,50,14,83,10.2,0,0,1,0.1
11160,900,11160,10687,4210023,4210155,1,85,1,,0,Bd,14,CMd,63,2,4,100,5,25,1,1,1,1,0,10,42,38,20,9,1.41,1.45,5.1,32,12,38,4.3,0,0,2,0.1,19,45,35,20,9,1.42,0.5,5.2,35,9,33,2.6,0,0,2,0.1
11162,1100,11162,10687,4210023,4210157,1,5,3,,0,Bgg,28,CMg,69,2,2,100,6,25,0,1,3,2,0,4,45,36,19,9,1.42,1,6.4,38,9,85,8.2,0,0,2,0.1,18,39,34,27,5,1.36,0.47,6.7,37,11,88,11.3,0.1,0,2,0.1
11163,1300,11163,10687,4210023,4210158,1,5,4,,0,Lgs,142,LVj,112,2,2,100,1,0,0,2,2,2,0,4,37,44,19,9,1.41,0.99,5.8,48,12,62,8.4,0,0,1,0.1,4,31,38,31,5,1.33,0.29,5.9,50,14,83,10.2,0,0,1,0.1
11164,800,11164,10688,4210024,4210083,1,85,1,,0,Bd,14,CMd,63,2,4,100,5,25,1,1,1,1,0,10,42,38,20,9,1.41,1.45,5.1,32,12,38,4.3,0,0,2,0.1,19,45,35,20,9,1.42,0.5,5.2,35,9,33,2.6,0,0,2,0.1
11165,900,11165,10688,4210024,4210084,1,5,2,,0,Ud,199,LPd,99,2,3,30,6,1,0,0,0,0,0,28,46,33,21,9,1.41,1.09,5.1,19,7,23,1.9,0,0,2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11166,1300,11166,10688,4210024,4210085,1,5,3,,0,Bgg,28,CMg,69,2,2,100,6,25,0,1,3,2,0,4,45,36,19,9,1.42,1,6.4,38,9,85,8.2,0,0,2,0.1,18,39,34,27,5,1.36,0.47,6.7,37,11,88,11.3,0.1,0,2,0.1
11167,1000,11167,10688,4210024,4210086,1,5,4,,0,Lgs,142,LVj,112,2,2,100,1,0,0,2,2,2,0,4,37,44,19,9,1.41,0.99,5.8,48,12,62,8.4,0,0,1,0.1,4,31,38,31,5,1.33,0.29,5.9,50,14,83,10.2,0,0,1,0.1
11168,900,11168,10689,4210025,4210087,1,85,1,,0,Bd,14,CMd,63,1,5,100,6,25,1,1,1,1,0,10,75,15,10,11,1.58,0.7,5.1,21,5,28,1.5,0,0,5,0.1,9,68,17,15,11,1.51,0.27,5,31,5,36,1.4,0,0,5,0.1
11169,500,11169,10689,4210025,4210088,1,5,2,,0,Ud,199,LPd,99,1,4,30,6,1,0,0,0,0,0,23,76,14,10,11,1.58,0.65,5.1,19,4,62,3.4,0,0,3,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11170,800,11170,10689,4210025,4210089,1,5,3,,0,Bgg,28,CMg,69,2,2,100,6,25,0,1,3,2,0,4,45,36,19,9,1.42,1,6.4,38,9,85,8.2,0,0,2,0.1,18,39,34,27,5,1.36,0.47,6.7,37,11,88,11.3,0.1,0,2,0.1
11171,400,11171,10689,4210025,4210090,1,5,4,,0,Lgs,142,LVj,112,2,2,100,1,0,0,2,2,2,0,4,37,44,19,9,1.41,0.99,5.8,48,12,62,8.4,0,0,1,0.1,4,31,38,31,5,1.33,0.29,5.9,50,14,83,10.2,0,0,1,0.1
11172,100,11172,10690,4210026,4210091,1,85,1,,0,Bd,14,CMd,63,1,5,100,6,25,1,1,1,1,0,10,75,15,10,11,1.58,0.7,5.1,21,5,28,1.5,0,0,5,0.1,9,68,17,15,11,1.51,0.27,5,31,5,36,1.4,0,0,5,0.1
11173,400,11173,10690,4210026,4210092,1,5,2,,0,Ud,199,LPd,99,1,4,30,6,1,0,0,0,0,0,23,76,14,10,11,1.58,0.65,5.1,19,4,62,3.4,0,0,3,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11174,800,11174,10690,4210026,4210093,1,5,3,,0,Bgg,28,CMg,69,1,2,100,6,25,0,1,3,2,0,5,76,13,11,11,1.56,0.79,6.2,40,7,71,7.1,0,0,3,0.1,8,62,15,23,10,1.43,0.41,6.1,32,12,77,8.9,0,0,3,0.1
11175,600,11175,10690,4210026,4210094,1,5,4,,0,Lgs,142,LVj,112,2,2,100,1,0,0,2,2,2,0,4,37,44,19,9,1.41,0.99,5.8,48,12,62,8.4,0,0,1,0.1,4,31,38,31,5,1.33,0.29,5.9,50,14,83,10.2,0,0,1,0.1
11176,800,11176,10691,4210027,4210095,1,85,1,,0,Bd,14,CMd,63,2,4,100,5,25,1,1,1,1,0,10,42,38,20,9,1.41,1.45,5.1,32,12,38,4.3,0,0,2,0.1,19,45,35,20,9,1.42,0.5,5.2,35,9,33,2.6,0,0,2,0.1
11177,1000,11177,10691,4210027,4210096,1,5,2,,0,Ud,199,LPd,99,2,3,30,6,1,0,0,0,0,0,28,46,33,21,9,1.41,1.09,5.1,19,7,23,1.9,0,0,2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11178,600,11178,10691,4210027,4210097,1,5,3,,0,Bgg,28,CMg,69,2,2,100,6,25,0,1,3,2,0,4,45,36,19,9,1.42,1,6.4,38,9,85,8.2,0,0,2,0.1,18,39,34,27,5,1.36,0.47,6.7,37,11,88,11.3,0.1,0,2,0.1
11179,1000,11179,10691,4210027,4210098,1,5,4,,0,Lgs,142,LVj,112,2,2,100,1,0,0,2,2,2,0,4,37,44,19,9,1.41,0.99,5.8,48,12,62,8.4,0,0,1,0.1,4,31,38,31,5,1.33,0.29,5.9,50,14,83,10.2,0,0,1,0.1
11180,500,11180,10692,4210028,4210099,1,85,1,,0,Bd,14,CMd,63,2,4,100,5,25,1,1,1,1,0,10,42,38,20,9,1.41,1.45,5.1,32,12,38,4.3,0,0,2,0.1,19,45,35,20,9,1.42,0.5,5.2,35,9,33,2.6,0,0,2,0.1
11181,1400,11181,10692,4210028,4210100,1,5,2,,0,Ud,199,LPd,99,2,3,30,6,1,0,0,0,0,0,28,46,33,21,9,1.41,1.09,5.1,19,7,23,1.9,0,0,2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11182,700,11182,10692,4210028,4210101,1,5,3,,0,Bgg,28,CMg,69,2,2,100,6,25,0,1,3,2,0,4,45,36,19,9,1.42,1,6.4,38,9,85,8.2,0,0,2,0.1,18,39,34,27,5,1.36,0.47,6.7,37,11,88,11.3,0.1,0,2,0.1
11183,700,11183,10692,4210028,4210102,1,5,4,,0,Lgs,142,LVj,112,2,2,100,1,0,0,2,2,2,0,4,37,44,19,9,1.41,0.99,5.8,48,12,62,8.4,0,0,1,0.1,4,31,38,31,5,1.33,0.29,5.9,50,14,83,10.2,0,0,1,0.1
11184,900,11184,10693,4210029,4210103,1,75,1,,0,Bgg,28,CMg,69,2,2,100,6,25,0,1,3,2,0,4,45,36,19,9,1.42,1,6.4,38,9,85,8.2,0,0,2,0.1,18,39,34,27,5,1.36,0.47,6.7,37,11,88,11.3,0.1,0,2,0.1
11185,400,11185,10693,4210029,4210104,1,20,2,,0,Bd,14,CMd,63,2,4,100,5,25,1,1,1,1,0,10,42,38,20,9,1.41,1.45,5.1,32,12,38,4.3,0,0,2,0.1,19,45,35,20,9,1.42,0.5,5.2,35,9,33,2.6,0,0,2,0.1
11186,1000,11186,10693,4210029,4210105,1,5,3,,0,Lgs,142,LVj,112,2,2,100,3,0,0,1,3,2,0,4,37,44,19,9,1.41,0.99,5.8,48,12,62,8.4,0,0,1,0.1,4,31,38,31,5,1.33,0.29,5.9,50,14,83,10.2,0,0,1,0.1
11187,500,11187,10694,4210030,4210106,1,65,1,,0,Lo,148,LVh,106,2,4,100,1,0,0,1,1,1,0,4,41,37,22,9,1.4,0.74,6.5,47,13,91,11,0,0,1,0.1,3,37,34,29,5,1.35,0.36,6.7,50,14,93,13.1,0,0,1,0.1
11188,400,11188,10694,4210030,4210107,1,15,2,,0,Be,18,CMe,62,2,4,100,5,25,0,1,1,1,0,9,42,36,22,9,1.4,1,6.6,55,16,93,14,0,0,2,0.1,12,41,34,25,9,1.38,0.37,7,55,15,93,15.1,0.1,0,2,0.1
11189,900,11189,10694,4210030,4210108,1,10,3,,0,La,131,LVa,111,2,4,100,1,0,0,1,1,1,0,9,37,45,18,9,1.42,0.82,6,53,13,75,11.7,0,0,0,0.1,19,33,35,32,5,1.32,0.38,6.3,54,21,84,19.5,0,0,1,0.1
11190,900,11190,10694,4210030,4210109,1,5,4,,0,Cl,49,CHl,54,2,4,100,1,0,0,1,1,1,0,4,34,41,25,9,1.36,1.64,7.1,69,21,100,25.3,5,0,2,0.1,16,34,37,29,5,1.34,0.78,7.6,63,20,100,39.2,9,0,2,0.1
11191,500,11191,10694,4210030,4210110,1,5,5,,0,Rc,185,RGc,157,2,4,100,1,0,0,1,1,1,0,14,44,35,21,9,1.41,0.75,8,45,17,100,26.8,15,0,2,0.2,18,40,35,25,9,1.37,0.47,8.1,52,15,100,36.5,15,0,2,0.3
11192,400,11192,10695,4210032,4210111,1,35,1,,0,La,131,LVa,111,1,4,100,5,25,0,1,1,1,0,4,87,8,5,12,1.7,0.4,6.5,30,3,86,2.6,0.2,0,2,0.1,5,82,8,10,12,1.59,0.24,6.9,48,5,100,5.2,5.4,0,4,0.1
11193,700,11193,10695,4210032,4210112,1,35,2,,0,Be,18,CMe,62,1,5,100,6,25,0,1,1,1,0,10,77,14,9,11,1.6,0.7,6.9,49,7,91,6.7,0.1,0,2,0.1,20,67,16,17,11,1.48,0.4,7.3,48,8,91,9.3,0.1,0,2,0.1
11194,300,11194,10695,4210032,4210113,1,30,3,,0,Lo,148,LVh,106,2,4,100,1,0,0,1,1,1,0,4,41,37,22,9,1.4,0.74,6.5,47,13,91,11,0,0,1,0.1,3,37,34,29,5,1.35,0.36,6.7,50,14,93,13.1,0,0,1,0.1
11195,700,11195,10696,4210033,4210114,1,55,1,,0,La,131,LVa,111,2,4,100,1,0,0,1,1,1,0,9,37,45,18,9,1.42,0.82,6,53,13,75,11.7,0,0,0,0.1,19,33,35,32,5,1.32,0.38,6.3,54,21,84,19.5,0,0,1,0.1
11196,700,11196,10696,4210033,4210115,1,25,2,,0,Lga,140,LVg,113,2,2,100,3,0,0,2,3,2,0,5,47,29,24,9,1.39,0.83,6.3,46,16,93,14.9,0,0,2,0.1,6,39,27,34,5,1.33,0.28,7,44,16,99,15.9,0.4,0,2,0.1
11197,200,11197,10696,4210033,4210116,1,10,3,,0,Lo,148,LVh,106,2,4,100,1,0,0,1,1,1,0,4,41,37,22,9,1.4,0.74,6.5,47,13,91,11,0,0,1,0.1,3,37,34,29,5,1.35,0.36,6.7,50,14,93,13.1,0,0,1,0.1
11198,400,11198,10696,4210033,4210117,1,10,4,,0,Bd,14,CMd,63,2,4,100,5,25,1,1,1,1,0,10,42,38,20,9,1.41,1.45,5.1,32,12,38,4.3,0,0,2,0.1,19,45,35,20,9,1.42,0.5,5.2,35,9,33,2.6,0,0,2,0.1
11199,1000,11199,10697,4210034,4210118,1,70,1,,0,Lga,140,LVg,113,2,2,100,3,0,0,3,3,2,0,5,47,29,24,9,1.39,0.83,6.3,46,16,93,14.9,0,0,2,0.1,6,39,27,34,5,1.33,0.28,7,44,16,99,15.9,0.4,0,2,0.1
11200,600,11200,10697,4210034,4210119,1,20,2,,0,Lgs,142,LVj,112,2,2,100,6,25,0,2,3,2,0,4,37,44,19,9,1.41,0.99,5.8,48,12,62,8.4,0,0,1,0.1,4,31,38,31,5,1.33,0.29,5.9,50,14,83,10.2,0,0,1,0.1
11201,1600,11201,10697,4210034,4210120,1,10,3,,0,Bd,14,CMd,63,2,4,100,5,25,1,1,2,1,0,10,42,38,20,9,1.41,1.45,5.1,32,12,38,4.3,0,0,2,0.1,19,45,35,20,9,1.42,0.5,5.2,35,9,33,2.6,0,0,2,0.1
11202,400,11202,10698,4210035,4210121,1,70,1,,0,Lgs,142,LVj,112,2,2,100,6,25,0,3,3,2,0,4,37,44,19,9,1.41,0.99,5.8,48,12,62,8.4,0,0,1,0.1,4,31,38,31,5,1.33,0.29,5.9,50,14,83,10.2,0,0,1,0.1
11203,300,11203,10698,4210035,4210122,1,10,2,,0,Lga,140,LVj,112,2,2,100,3,0,0,3,3,2,0,4,37,44,19,9,1.41,0.99,5.8,48,12,62,8.4,0,0,1,0.1,4,31,38,31,5,1.33,0.29,5.9,50,14,83,10.2,0,0,1,0.1
11204,900,11204,10698,4210035,4210123,1,10,3,,0,Lgs,142,LVj,112,3,2,100,3,0,0,3,3,2,0,4,25,22,53,3,1.24,0.93,5.9,39,27,100,23,0,0,4,0.1,8,23,21,56,3,1.22,0.54,6.8,38,17,100,25.9,0.4,0,1,0.1
11205,700,11205,10698,4210035,4210124,1,10,4,,0,Bd,14,CMd,63,2,4,100,5,25,1,1,2,1,0,10,42,38,20,9,1.41,1.45,5.1,32,12,38,4.3,0,0,2,0.1,19,45,35,20,9,1.42,0.5,5.2,35,9,33,2.6,0,0,2,0.1
11206,500,11206,10699,4210036,4210125,1,50,1,,0,Bds,17,CMg,69,2,2,100,5,25,1,1,1,1,0,4,45,36,19,9,1.42,1,6.4,38,9,85,8.2,0,0,2,0.1,18,39,34,27,5,1.36,0.47,6.7,37,11,88,11.3,0.1,0,2,0.1
11207,900,11207,10699,4210036,4210126,1,25,2,,0,Bd,14,CMd,63,2,4,100,5,25,1,1,1,1,0,10,42,38,20,9,1.41,1.45,5.1,32,12,38,4.3,0,0,2,0.1,19,45,35,20,9,1.42,0.5,5.2,35,9,33,2.6,0,0,2,0.1
11208,200,11208,10699,4210036,4210127,1,10,3,,0,Po,169,PZh,149,2,4,100,5,25,1,1,1,1,0,15,50,40,10,9,1.53,5.27,4.5,89,28,11,5.6,0,0,1,0.1,15,55,35,10,11,1.54,0.81,5,55,8,13,0.8,0,0,0,0.1
11209,600,11209,10699,4210036,4210128,1,5,4,,0,Ud,199,LPd,99,1,4,30,6,1,0,0,0,0,0,23,76,14,10,11,1.58,0.65,5.1,19,4,62,3.4,0,0,3,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11210,500,11210,10699,4210036,4210129,1,5,5,,0,Gd,66,GLd,12,2,2,100,1,0,0,3,3,4,0,2,40,39,21,9,1.4,1.17,5.1,25,11,47,5.5,0,0,1,0.1,6,41,34,25,9,1.38,0.4,5.3,29,10,47,6.1,0,0,1,0.1
