Value,Count,ID,MU_GLOBAL,MU_SOURCE1,MU_SOURCE2,ISSOIL,SHARE,SEQ,SU_SYM74,SU_CODE74,SU_SYM85,SU_CODE85,SU_SYM90,SU_CODE90,T_TEXTURE,DRAINAGE,REF_DEPTH,AWC_CLASS,PHASE1,PHASE2,ROOTS,IL,SWR,ADD_PROP,T_GRAVEL,T_SAND,T_SILT,T_CLAY,T_USDA_TEX_CLASS,T_REF_BULK_DENSITY,T_OC,T_PH_H2O,T_CEC_CLAY,T_CEC_SOIL,T_BS,T_TEB,T_CACO3,T_CASO4,T_ESP,T_ECE,S_GRAVEL,S_SAND,S_SILT,S_CLAY,S_USDA_TEX_CLASS,S_REF_BULK_DENSITY,S_OC,S_PH_H2O,S_CEC_CLAY,S_CEC_SOIL,S_BS,S_TEB,S_CACO3,S_CASO4,S_ESP,S_ECE
11306,700,11306,10721,4220018,4220077,1,5,6,,0,E,57,LPk,100,2,3,30,6,1,0,0,0,0,0,16,37,44,19,9,1.41,2.13,7.5,80,27,100,28.8,6,0,2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11307,800,11307,10721,4220018,4220115,1,5,7,,0,Bc,9,CMx,66,2,4,100,3,1,0,1,1,1,0,10,49,28,23,9,1.4,0.98,6.6,42,13,83,11.6,0.1,0,2,0.1,9,47,26,27,10,1.38,0.47,6.7,44,15,92,11.9,0.1,0,1,0.1
11308,500,11308,10722,4220019,4220078,1,30,1,,0,Bds,17,CMd,63,1,5,100,5,1,0,1,1,1,0,10,75,15,10,11,1.58,0.7,5.1,21,5,28,1.5,0,0,5,0.1,9,68,17,15,11,1.51,0.27,5,31,5,36,1.4,0,0,5,0.1
11309,700,11309,10722,4220019,4220079,1,20,2,,0,Phf,166,PZf,151,1,6,100,5,1,0,3,1,1,0,3,86,8,6,12,1.67,2.02,4.5,78,5,17,2.5,0,0,0,0.1,3,86,6,8,12,1.63,0.51,5.1,50,2,21,1.5,0,0,0,0.1
11310,600,11310,10722,4220019,4220081,1,20,3,,0,Bd,14,CMd,63,2,4,100,3,1,0,1,1,1,0,10,42,38,20,9,1.41,1.45,5.1,32,12,38,4.3,0,0,2,0.1,19,45,35,20,9,1.42,0.5,5.2,35,9,33,2.6,0,0,2,0.1
11311,900,11311,10722,4220019,4220082,1,20,4,,0,U,198,LPu,102,1,4,30,6,1,0,0,0,0,0,10,79,13,8,12,1.62,2.59,4.7,24,8,86,5.2,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11312,600,11312,10722,4220019,4220080,1,5,5,,0,Id,109,LPq,103,1,4,10,6,0,0,0,0,0,0,21,73,18,9,11,1.59,1.4,7.5,85,12,86,5.2,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11313,600,11313,10722,4220019,4220083,1,5,6,,0,E,57,LPk,100,2,3,30,6,1,0,0,0,0,0,16,37,44,19,9,1.41,2.13,7.5,80,27,100,28.8,6,0,2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11314,200,11314,10723,4220020,4220084,1,62,1,,0,Lo,148,LVh,106,2,4,100,1,23,0,1,1,1,0,4,41,37,22,9,1.4,0.74,6.5,47,13,91,11,0,0,1,0.1,3,37,34,29,5,1.35,0.36,6.7,50,14,93,13.1,0,0,1,0.1
11315,700,11315,10723,4220020,4220116,1,20,2,,0,La,131,LVa,111,2,4,100,3,0,0,1,3,1,0,9,37,45,18,9,1.42,0.82,6,53,13,75,11.7,0,0,0,0.1,19,33,35,32,5,1.32,0.38,6.3,54,21,84,19.5,0,0,1,0.1
11316,500,11316,10723,4220020,4220085,1,8,3,,0,Rc,185,RGc,157,2,4,100,1,0,0,1,1,1,0,14,44,35,21,9,1.41,0.75,8,45,17,100,26.8,15,0,2,0.2,18,40,35,25,9,1.37,0.47,8.1,52,15,100,36.5,15,0,2,0.3
11317,800,11317,10723,4220020,4220087,1,5,4,,0,Be,18,CMe,62,2,4,100,5,25,0,1,1,1,0,9,42,36,22,9,1.4,1,6.6,55,16,93,14,0,0,2,0.1,12,41,34,25,9,1.38,0.37,7,55,15,93,15.1,0.1,0,2,0.1
11318,900,11318,10723,4220020,4220088,1,5,5,,0,We,212,PLe,138,2,2,100,3,8,0,1,3,2,0,4,42,38,20,9,1.41,1.06,5.6,37,11,67,8.4,0,0,3,0.1,4,33,31,36,5,1.3,0.43,6.3,47,17,89,15.2,0,0,4,0.1
11319,500,11319,10724,4220021,4220089,1,60,1,,0,Ldg,137,LVg,113,2,2,100,3,8,0,1,3,2,0,5,47,29,24,9,1.39,0.83,6.3,46,16,93,14.9,0,0,2,0.1,6,39,27,34,5,1.33,0.28,7,44,16,99,15.9,0.4,0,2,0.1
11320,700,11320,10724,4220021,4220090,1,15,2,,0,Wd,210,PLd,139,2,2,100,3,8,0,1,3,2,0,4,42,38,20,9,1.41,1.14,4.5,25,7,40,2.2,0,0,2,0.1,4,28,29,43,3,1.27,0.37,4.8,26,10,57,11.4,0,0,7,0.1
11321,900,11321,10724,4220021,4220091,1,10,3,,0,Lo,148,LVh,106,2,4,100,1,0,0,1,1,1,0,4,41,37,22,9,1.4,0.74,6.5,47,13,91,11,0,0,1,0.1,3,37,34,29,5,1.35,0.36,6.7,50,14,93,13.1,0,0,1,0.1
11322,900,11322,10724,4220021,4220092,1,10,4,,0,Be,18,CMe,62,2,4,100,5,25,0,1,1,1,0,9,42,36,22,9,1.4,1,6.6,55,16,93,14,0,0,2,0.1,12,41,34,25,9,1.38,0.37,7,55,15,93,15.1,0.1,0,2,0.1
11323,800,11323,10724,4220021,4220117,1,5,5,,0,Rc,185,RGc,157,2,4,100,5,25,0,1,1,1,0,14,44,35,21,9,1.41,0.75,8,45,17,100,26.8,15,0,2,0.2,18,40,35,25,9,1.37,0.47,8.1,52,15,100,36.5,15,0,2,0.3
11324,600,11324,10725,4220022,4220094,1,50,1,,0,Dge,55,PDg,129,2,2,100,3,8,0,1,3,2,0,1,32,49,19,9,1.4,2.22,5.3,36,17,55,5.7,0,0,0,0.1,4,25,51,24,7,1.35,0.5,5.4,40,14,59,4.9,0,0,0,0.1
11325,700,11325,10725,4220022,4220095,1,15,2,,0,Lo,148,LVh,106,2,4,100,1,0,0,1,1,1,0,4,41,37,22,9,1.4,0.74,6.5,47,13,91,11,0,0,1,0.1,3,37,34,29,5,1.35,0.36,6.7,50,14,93,13.1,0,0,1,0.1
11326,400,11326,10725,4220022,4220096,1,15,3,,0,Wd,210,PLd,139,2,2,100,3,8,0,1,3,2,0,4,42,38,20,9,1.41,1.14,4.5,25,7,40,2.2,0,0,2,0.1,4,28,29,43,3,1.27,0.37,4.8,26,10,57,11.4,0,0,7,0.1
11327,900,11327,10725,4220022,4220097,1,10,4,,0,Rc,185,RGc,157,2,4,100,5,25,0,1,1,1,0,14,44,35,21,9,1.41,0.75,8,45,17,100,26.8,15,0,2,0.2,18,40,35,25,9,1.37,0.47,8.1,52,15,100,36.5,15,0,2,0.3
11328,700,11328,10725,4220022,4220098,1,5,5,,0,Hh,101,PHh,132,2,4,100,1,0,0,1,1,1,0,2,38,39,23,9,1.38,1.95,6.4,55,20,87,12.4,0,0,1,0.1,4,40,37,23,9,1.39,0.67,6.8,64,17,95,13.8,0.1,0,1,0.1
11329,800,11329,10725,4220022,4220099,1,5,6,,0,Be,18,CMe,62,2,4,100,5,25,0,1,1,1,0,9,42,36,22,9,1.4,1,6.6,55,16,93,14,0,0,2,0.1,12,41,34,25,9,1.38,0.37,7,55,15,93,15.1,0.1,0,2,0.1
11330,500,11330,10726,4220023,4220100,1,60,1,,0,Ic,107,LPq,103,1,4,10,6,23,0,0,0,0,0,21,73,18,9,11,1.59,1.4,7.5,85,12,86,5.2,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11331,500,11331,10726,4220023,4220102,1,40,2,,0,Eh,59,LPk,100,3,3,30,6,1,0,0,0,0,0,20,19,37,44,3,1.25,2.1,7.7,51,33,100,34.5,15,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11332,800,11332,10727,4220024,4220103,1,75,1,,0,Ch,43,CHh,52,1,5,100,3,0,0,1,1,1,0,10,72,19,9,11,1.59,1.14,5.8,60,8,100,7.5,0,0,8,0.1,10,69,19,12,11,1.54,0.5,6.5,81,7,84,9.1,0.1,0,11,0.1
11333,400,11333,10727,4220024,4220104,1,10,2,,0,Jm,120,FLm,5,2,2,100,1,0,0,1,1,1,0,4,45,36,19,9,1.42,1.57,6.5,60,13,80,9.5,0.1,0,1,0.1,8,52,29,19,11,1.44,0.56,6.7,62,13,85,5.9,0.1,0,3,0.1
11334,500,11334,10727,4220024,4220105,1,10,3,,0,Qc,175,ARb,40,1,6,100,3,0,0,1,1,1,0,2,89,6,5,13,1.7,0.5,6,40,3,99,2,0,0,2,0.1,1,89,6,5,13,1.7,0.3,5.9,42,2,98,1.4,0,0,3,0.1
11335,1000,11335,10727,4220024,4220106,1,5,4,,0,Gm,84,GLm,14,2,2,100,1,0,0,1,1,2,0,4,39,39,22,9,1.39,1.65,6.6,45,17,87,9.8,0,0,2,0.1,3,37,35,28,5,1.35,0.69,7.2,44,15,88,10.7,4,0,1,0.1
11336,900,11336,10728,4220025,4220120,1,45,1,,0,U,198,LPu,102,2,3,30,6,0,0,0,0,0,0,6,49,31,20,9,1.43,2.4,5.1,34,12,36,4.7,0,0,4,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11337,300,11337,10728,4220025,4220121,1,35,2,,0,Bd,14,CMd,63,2,4,100,1,0,0,4,0,0,0,10,42,38,20,9,1.41,1.45,5.1,32,12,38,4.3,0,0,2,0.1,19,45,35,20,9,1.42,0.5,5.2,35,9,33,2.6,0,0,2,0.1
11338,700,11338,10728,4220025,4220122,1,10,3,,0,Bds,17,CMd,63,2,4,100,1,0,0,4,0,0,0,10,42,38,20,9,1.41,1.45,5.1,32,12,38,4.3,0,0,2,0.1,19,45,35,20,9,1.42,0.5,5.2,35,9,33,2.6,0,0,2,0.1
11339,100,11339,10728,4220025,4220123,1,5,4,,0,I,106,LPq,103,1,4,10,6,0,0,0,0,0,0,21,73,18,9,11,1.59,1.4,7.5,85,12,86,5.2,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11340,900,11340,10728,4220025,4220124,1,5,5,,0,Jd,115,FLd,4,2,2,100,1,0,0,5,0,0,0,4,47,33,20,9,1.42,1.05,4.8,21,7,36,2.6,0,0,2,0.1,8,51,29,20,9,1.43,0.41,4.9,20,7,29,2,0,0,2,0.1
11341,1100,11341,10729,4220026,4220125,1,50,1,,0,Po,169,PZh,149,1,6,100,4,0,0,3,3,0,0,3,87,9,4,12,1.73,2.18,4.4,101,9,11,2.6,0,0,1,0.1,4,88,8,4,13,1.74,0.39,5,66,2,21,1.5,0,0,3,0.1
11342,1200,11342,10729,4220026,4220126,1,20,2,,0,U,198,LPu,102,1,4,30,6,0,0,0,0,0,0,10,79,13,8,12,1.62,2.59,4.7,24,8,86,5.2,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11343,1100,11343,10729,4220026,4220127,1,20,3,,0,I,106,LPq,103,1,4,10,6,0,0,0,0,0,0,21,73,18,9,11,1.59,1.4,7.5,85,12,86,5.2,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11344,700,11344,10729,4220026,4220128,1,10,4,,0,Od,156,HSf,89,3,1,100,1,0,0,0,3,0,0,1,20,40,40,3,1.26,33.63,4.3,45,77,62,31.4,0,0,2,0.1,2,47,26,27,10,1.38,32.89,4.6,71,78,40,27.4,0,0,1,0.1
11345,700,11345,10730,4400453,4401570,1,50,1,,0,Jeg,119,FLe,2,3,1,100,1,10,0,1,1,2,0,4,19,32,49,3,1.24,1.19,6.2,38,24,91,22.7,0,0,1,0.1,3,21,32,47,3,1.24,0.55,6.8,41,20,99,18.2,0.2,0,2,0.1
11346,800,11346,10730,4400453,4401571,1,35,2,,0,Jcg,114,FLc,3,3,1,100,1,10,0,1,1,2,0,4,14,39,47,3,1.23,0.97,8,51,28,100,22.3,13.3,0,2,1,3,15,40,45,3,1.24,0.45,7.9,51,21,100,20.9,19.2,0.2,3,1.9
11347,700,11347,10730,4400453,4401572,1,10,3,,0,Bkf,33,CMc,65,2,4,100,1,0,0,1,1,2,0,6,36,43,21,9,1.39,0.65,8,52,16,100,24.3,7,0,1,0.4,10,34,43,23,9,1.38,0.43,8.1,54,16,100,28.7,8.7,0.4,1,0.3
11348,300,11348,10730,4400453,4401573,1,5,4,,0,Jt,123,FLt,7,3,1,100,1,0,0,2,1,2,0,4,8,34,58,3,1.19,2.27,5,23,26,80,12.8,0,0,17,0.1,3,11,32,57,3,1.2,2.5,4.2,25,26,78,17.9,0,0,15,0.1
11349,1000,11349,10731,4400454,4401575,1,60,1,,0,Jeg,119,FLe,2,3,1,100,1,10,0,0,0,0,0,4,19,32,49,3,1.24,1.19,6.2,38,24,91,22.7,0,0,1,0.1,3,21,32,47,3,1.24,0.55,6.8,41,20,99,18.2,0.2,0,2,0.1
11350,700,11350,10731,4400454,4401576,1,20,2,,0,Jcg,114,FLc,3,2,2,100,1,0,0,0,0,0,0,15,34,48,18,9,1.41,0.6,8,68,14,100,19.8,11.7,0.2,3,0.7,10,36,46,18,9,1.41,0.4,8.1,84,13,100,20.7,12.2,0.2,3,0.5
11351,900,11351,10731,4400454,4401577,1,10,3,,0,Bef,21,CMe,62,3,4,100,1,0,0,0,0,0,0,10,23,29,48,3,1.25,1.17,6.7,50,27,89,22.1,0.1,0,1,0.1,24,26,29,45,3,1.26,0.58,7,51,25,97,25.9,0.3,0,1,0.1
11352,700,11352,10731,4400454,4401578,1,5,4,,0,Gmf,86,GLm,14,2,2,100,1,0,0,0,0,0,0,4,39,39,22,9,1.39,1.65,6.6,45,17,87,9.8,0,0,2,0.1,3,37,35,28,5,1.35,0.69,7.2,44,15,88,10.7,4,0,1,0.1
11353,300,11353,10731,4400454,4401579,1,5,5,,0,Rc,185,RGc,157,2,4,100,1,0,0,0,0,0,0,14,44,35,21,9,1.41,0.75,8,45,17,100,26.8,15,0,2,0.2,18,40,35,25,9,1.37,0.47,8.1,52,15,100,36.5,15,0,2,0.3
11354,100,11354,10732,4400455,4401580,1,60,1,,0,Jcg,114,FLc,3,3,1,100,1,10,0,1,1,3,0,4,14,39,47,3,1.23,0.97,8,51,28,100,22.3,13.3,0,2,1,3,15,40,45,3,1.24,0.45,7.9,51,21,100,20.9,19.2,0.2,3,1.9
11355,800,11355,10732,4400455,4401581,1,20,2,,0,Jeg,119,FLe,2,3,1,100,1,10,0,1,1,3,0,4,19,32,49,3,1.24,1.19,6.2,38,24,91,22.7,0,0,1,0.1,3,21,32,47,3,1.24,0.55,6.8,41,20,99,18.2,0.2,0,2,0.1
11356,400,11356,10732,4400455,4401582,1,20,3,,0,Bkf,33,CMc,65,2,4,100,1,0,0,1,1,2,0,6,36,43,21,9,1.39,0.65,8,52,16,100,24.3,7,0,1,0.4,10,34,43,23,9,1.38,0.43,8.1,54,16,100,28.7,8.7,0.4,1,0.3
11357,800,11357,10733,4400457,4401588,1,80,1,,0,Jcg,114,FLc,3,1,2,100,1,10,0,1,1,2,0,10,79,15,6,12,1.66,0.41,8.3,109,6,100,11,9.1,0,4,0.4,10,79,15,6,12,1.66,0.17,8.3,137,6,94,13.9,9.9,0,4,0.4
11358,600,11358,10733,4400457,4401589,1,15,2,,0,Bkf,33,CMc,65,2,4,100,1,0,0,1,1,2,0,6,36,43,21,9,1.39,0.65,8,52,16,100,24.3,7,0,1,0.4,10,34,43,23,9,1.38,0.43,8.1,54,16,100,28.7,8.7,0.4,1,0.3
11359,500,11359,10733,4400457,4401590,1,5,3,,0,Jeg,119,FLe,2,2,2,100,1,0,0,1,1,3,0,4,39,40,21,9,1.4,0.86,7.2,63,16,91,16.9,0.5,0,2,0.1,7,41,38,21,9,1.4,0.38,7.5,61,14,96,15.2,2.5,0,3,0.1
11360,800,11360,10734,4400458,4401591,1,80,1,,0,Jcg,114,FLc,3,1,2,100,1,10,0,0,0,0,0,10,79,15,6,12,1.66,0.41,8.3,109,6,100,11,9.1,0,4,0.4,10,79,15,6,12,1.66,0.17,8.3,137,6,94,13.9,9.9,0,4,0.4
11361,1100,11361,10734,4400458,4401592,1,15,2,,0,Bef,21,CMe,62,3,4,100,1,0,0,0,0,0,0,10,23,29,48,3,1.25,1.17,6.7,50,27,89,22.1,0.1,0,1,0.1,24,26,29,45,3,1.26,0.58,7,51,25,97,25.9,0.3,0,1,0.1
11362,800,11362,10734,4400458,4401593,1,5,3,,0,Rc,185,RGc,157,2,4,100,1,0,0,0,0,0,0,14,44,35,21,9,1.41,0.75,8,45,17,100,26.8,15,0,2,0.2,18,40,35,25,9,1.37,0.47,8.1,52,15,100,36.5,15,0,2,0.3
11363,300,11363,10735,4400459,4401594,1,45,1,,0,Ges,71,GLe,10,3,1,100,4,0,0,1,4,3,0,1,17,32,51,3,1.22,1.25,5.8,37,25,78,18.9,0,0,2,0.1,1,19,29,52,3,1.23,0.45,6,40,23,84,17,0,0,3,0.1
11364,900,11364,10735,4400459,4401595,1,35,2,,0,Lgs,142,LVj,112,2,2,100,3,0,0,1,3,3,0,4,37,44,19,9,1.41,0.99,5.8,48,12,62,8.4,0,0,1,0.1,4,31,38,31,5,1.33,0.29,5.9,50,14,83,10.2,0,0,1,0.1
11365,400,11365,10735,4400459,4401596,1,15,3,,0,Lo,148,LVh,106,2,4,100,1,0,0,1,1,2,0,4,41,37,22,9,1.4,0.74,6.5,47,13,91,11,0,0,1,0.1,3,37,34,29,5,1.35,0.36,6.7,50,14,93,13.1,0,0,1,0.1
11366,800,11366,10735,4400459,4401597,1,5,4,,0,W,209,PLe,138,2,2,100,3,0,0,1,3,3,0,4,42,38,20,9,1.41,1.06,5.6,37,11,67,8.4,0,0,3,0.1,4,33,31,36,5,1.3,0.43,6.3,47,17,89,15.2,0,0,4,0.1
11367,600,11367,10736,4400460,4401598,1,40,1,,0,Ges,71,GLe,10,2,2,100,1,0,0,0,0,0,0,4,37,40,23,9,1.38,1.07,6.2,41,13,88,10.2,0,0,2,0.1,5,36,36,28,5,1.35,0.37,6.6,42,13,90,11.9,0,0,2,0.1
11368,1100,11368,10736,4400460,4401599,1,35,2,,0,Lgs,142,LVj,112,3,2,100,1,0,0,0,0,0,0,4,25,22,53,3,1.24,0.93,5.9,39,27,100,23,0,0,4,0.1,8,23,21,56,3,1.22,0.54,6.8,38,17,100,25.9,0.4,0,1,0.1
11369,500,11369,10736,4400460,4401600,1,20,3,,0,Lo,148,LVh,106,3,4,100,1,0,0,0,0,0,0,19,31,22,47,3,1.26,1.2,6.5,44,27,83,22.6,0.1,0,1,0.1,28,27,20,53,3,1.24,0.59,7.4,49,27,84,26.2,4,0,1,0.1
11370,400,11370,10736,4400460,4401601,1,5,4,,0,W,209,PLe,138,3,2,100,1,0,0,0,0,0,0,4,38,18,44,3,1.29,0.98,6.3,37,20,78,13.2,0.2,0,2,0.1,6,35,14,51,3,1.26,0.47,7.2,35,24,94,20.8,4.4,0,2,0.1
11371,700,11371,10737,4400461,4401602,1,60,1,,0,Ges,71,GLe,10,3,1,100,1,0,0,1,3,3,0,1,17,32,51,3,1.22,1.25,5.8,37,25,78,18.9,0,0,2,0.1,1,19,29,52,3,1.23,0.45,6,40,23,84,17,0,0,3,0.1
11372,700,11372,10737,4400461,4401605,1,20,2,,0,Lgs,142,LVj,112,2,2,100,3,0,0,1,3,3,0,4,37,44,19,9,1.41,0.99,5.8,48,12,62,8.4,0,0,1,0.1,4,31,38,31,5,1.33,0.29,5.9,50,14,83,10.2,0,0,1,0.1
11373,1400,11373,10737,4400461,4401603,1,10,3,,0,Ge,68,GLe,10,1,2,100,1,0,0,1,1,2,0,10,78,13,9,11,1.6,0.57,6.3,48,6,74,4.7,0,0,2,0.1,20,64,13,23,10,1.43,0.3,6.4,38,10,81,6.9,0,0,3,0.1
11374,800,11374,10737,4400461,4401604,1,10,4,,0,Jeg,119,FLe,2,2,2,100,1,0,0,1,1,3,0,4,39,40,21,9,1.4,0.86,7.2,63,16,91,16.9,0.5,0,2,0.1,7,41,38,21,9,1.4,0.38,7.5,61,14,96,15.2,2.5,0,3,0.1
11375,800,11375,10738,4400462,4401607,1,40,1,,0,Ges,71,GLe,10,3,1,100,4,0,0,1,4,3,0,1,17,32,51,3,1.22,1.25,5.8,37,25,78,18.9,0,0,2,0.1,1,19,29,52,3,1.23,0.45,6,40,23,84,17,0,0,3,0.1
11376,600,11376,10738,4400462,4401609,1,30,2,,0,Lgs,142,LVj,112,2,2,100,3,0,0,1,3,3,0,4,37,44,19,9,1.41,0.99,5.8,48,12,62,8.4,0,0,1,0.1,4,31,38,31,5,1.33,0.29,5.9,50,14,83,10.2,0,0,1,0.1
11377,500,11377,10738,4400462,4401608,1,15,3,,0,Bgc,26,CMg,69,3,2,100,3,0,0,1,3,2,0,10,19,32,49,3,1.24,1.41,5.6,25,20,74,15.6,0,0,1,0.1,24,18,31,51,3,1.23,0.49,5.7,31,21,77,14.9,0,0,1,0.1
11378,600,11378,10738,4400462,4401610,1,15,4,,0,Lo,148,LVh,106,2,4,100,3,0,0,1,3,2,0,4,41,37,22,9,1.4,0.74,6.5,47,13,91,11,0,0,1,0.1,3,37,34,29,5,1.35,0.36,6.7,50,14,93,13.1,0,0,1,0.1
11379,1000,11379,10739,4400463,4401612,1,70,1,,0,Gds,67,GLd,12,2,2,100,4,0,0,1,4,3,0,2,40,39,21,9,1.4,1.17,5.1,25,11,47,5.5,0,0,1,0.1,6,41,34,25,9,1.38,0.4,5.3,29,10,47,6.1,0,0,1,0.1
11380,1000,11380,10739,4400463,4401614,1,15,2,,0,Lgs,142,LVj,112,2,2,100,5,0,0,1,4,3,0,4,37,44,19,9,1.41,0.99,5.8,48,12,62,8.4,0,0,1,0.1,4,31,38,31,5,1.33,0.29,5.9,50,14,83,10.2,0,0,1,0.1
11381,900,11381,10739,4400463,4401615,1,15,3,,0,Bd,14,CMd,63,2,4,100,1,0,0,2,1,1,0,10,42,38,20,9,1.41,1.45,5.1,32,12,38,4.3,0,0,2,0.1,19,45,35,20,9,1.42,0.5,5.2,35,9,33,2.6,0,0,2,0.1
11382,2300,11382,10740,4400464,4401617,1,70,1,,0,Gm,84,GLm,14,1,2,100,1,0,0,1,1,2,0,10,76,14,10,11,1.58,0.89,6.4,43,8,73,6.3,0,0,2,0.1,8,60,14,26,10,1.41,0.6,6.7,43,13,81,11.7,0.1,0.1,3,0.1
11383,800,11383,10740,4400464,4401620,1,15,2,,0,Qc,175,ARb,40,1,6,100,3,0,0,1,1,1,0,2,89,6,5,13,1.7,0.5,6,40,3,99,2,0,0,2,0.1,1,89,6,5,13,1.7,0.3,5.9,42,2,98,1.4,0,0,3,0.1
11384,600,11384,10740,4400464,4401622,1,15,3,,0,Pg,162,PZg,153,1,2,100,3,0,0,1,1,2,0,2,86,10,4,12,1.73,1.97,4.4,52,6,18,3.6,0,0,1,0.1,3,85,10,5,12,1.7,0.91,4.9,44,3,21,1.7,0,0,3,0.1
11385,800,11385,10741,4400465,4401623,1,65,1,,0,Gmf,86,GLm,14,2,2,100,1,0,0,1,1,2,0,4,39,39,22,9,1.39,1.65,6.6,45,17,87,9.8,0,0,2,0.1,3,37,35,28,5,1.35,0.69,7.2,44,15,88,10.7,4,0,1,0.1
11386,1000,11386,10741,4400465,4401624,1,25,2,,0,Oe,158,HSs,88,2,1,100,1,0,0,1,1,2,0,28,35,33,32,5,1.32,39.4,5.6,45,87,75,59.5,0,0,1,0.1,5,52,23,25,10,1.38,38.46,5.8,49,88,96,81.8,0,0,1,0.1
11387,1000,11387,10741,4400465,4401625,1,10,3,,0,Jcg,114,FLc,3,2,2,100,1,0,0,1,1,2,0,15,34,48,18,9,1.41,0.6,8,68,14,100,19.8,11.7,0.2,3,0.7,10,36,46,18,9,1.41,0.4,8.1,84,13,100,20.7,12.2,0.2,3,0.5
11388,700,11388,10742,4400466,4401627,1,55,1,,0,Gh,75,GLu,15,2,2,100,5,1,0,1,4,4,0,4,38,42,20,9,1.4,4.59,5.2,34,20,82,1.8,0,0,2,0.1,5,38,32,30,5,1.34,0.67,5.2,38,11,86,10,0,0,4,0.1
11389,800,11389,10742,4400466,4401630,1,20,2,,0,Gd,66,GLd,12,2,2,100,4,0,0,1,4,3,0,2,40,39,21,9,1.4,1.17,5.1,25,11,47,5.5,0,0,1,0.1,6,41,34,25,9,1.38,0.4,5.3,29,10,47,6.1,0,0,1,0.1
11390,1000,11390,10742,4400466,4401629,1,15,3,,0,Pp,172,PZf,151,2,4,100,6,1,0,3,4,4,0,15,45,52,3,7,1.7,4.6,4.6,64,20,10,4.4,0,0,1,0.1,17,51,45,4,11,1.67,0.81,5.1,56,9,13,0.8,0,0,2,0.1
11391,700,11391,10742,4400466,4401628,1,10,4,,0,Od,156,HSf,89,3,1,100,1,0,0,1,1,4,0,1,20,40,40,3,1.26,33.63,4.3,45,77,62,31.4,0,0,2,0.1,2,47,26,27,10,1.38,32.89,4.6,71,78,40,27.4,0,0,1,0.1
11392,800,11392,10743,4400467,4401635,1,70,1,,0,Rc,185,RGc,157,1,6,100,3,0,0,1,1,1,0,15,85,8,7,12,1.65,0.49,7.9,111,5,100,4.2,6,0,4,0.2,14,84,9,7,12,1.65,0.4,8,102,5,100,4.2,6,0,5,0.3
11393,1200,11393,10743,4400467,4401636,1,20,2,,0,Ge,68,GLe,10,1,2,100,1,0,0,1,1,1,0,10,78,13,9,11,1.6,0.57,6.3,48,6,74,4.7,0,0,2,0.1,20,64,13,23,10,1.43,0.3,6.4,38,10,81,6.9,0,0,3,0.1
11394,9700,11394,10743,4400467,4401637,1,10,3,,0,Qc,175,ARb,40,1,6,100,3,0,0,1,1,1,0,2,89,6,5,13,1.7,0.5,6,40,3,99,2,0,0,2,0.1,1,89,6,5,13,1.7,0.3,5.9,42,2,98,1.4,0,0,3,0.1
11395,9500,11395,10744,4400468,4401638,1,90,1,,0,Rd,186,RGd,159,1,6,100,3,0,0,1,1,1,0,19,78,13,9,11,1.6,0.7,5.6,29,6,98,4.1,0,0,3,0.1,14,77,13,10,11,1.58,0.31,5.3,36,4,28,1,0,0,3,0.1
11396,3100,11396,10744,4400468,4401640,1,5,2,,0,Jd,115,FLd,4,2,2,100,1,0,0,1,1,1,0,4,47,33,20,9,1.42,1.05,4.8,21,7,36,2.6,0,0,2,0.1,8,51,29,20,9,1.43,0.41,4.9,20,7,29,2,0,0,2,0.1
11397,7700,11397,10744,4400468,4401641,1,5,3,,0,Qc,175,ARb,40,1,6,100,3,0,0,1,1,1,0,2,89,6,5,13,1.7,0.5,6,40,3,99,2,0,0,2,0.1,1,89,6,5,13,1.7,0.3,5.9,42,2,98,1.4,0,0,3,0.1
11398,1400,11398,10745,4400469,4401642,1,60,1,,0,Qc,175,ARb,40,1,5,100,6,2,0,1,1,1,0,2,89,6,5,13,1.7,0.5,6,40,3,99,2,0,0,2,0.1,1,89,6,5,13,1.7,0.3,5.9,42,2,98,1.4,0,0,3,0.1
11399,1600,11399,10745,4400469,4401643,1,15,2,,0,Ql,181,ARl,41,1,4,100,3,0,0,1,1,1,0,3,90,5,5,13,1.71,0.39,5.8,35,3,76,2,0,0,3,0.1,4,87,5,8,12,1.63,0.2,5.7,34,3,75,2.3,0,0,3,0.1
